data,hora,temperatura,umidade
24/02/2021,0900 UTC,"17,1",85.0
24/02/2021,1000 UTC,"17,7",81.0
24/02/2021,1100 UTC,"20,9",72.0
24/02/2021,1200 UTC,24,63.0
24/02/2021,1300 UTC,"26,5",54.0
24/02/2021,1400 UTC,"28,7",49.0
24/02/2021,1500 UTC,"30,1",46.0
24/02/2021,1600 UTC,"31,6",40.0
24/02/2021,1700 UTC,"32,2",34.0
24/02/2021,1800 UTC,"33,1",35.0
24/02/2021,1900 UTC,32,56.0
24/02/2021,2000 UTC,"27,5",78.0
24/02/2021,2100 UTC,"24,7",79.0
24/02/2021,2200 UTC,"20,8",87.0
24/02/2021,2300 UTC,"21,2",90.0
25/02/2021,0000 UTC,"21,1",90.0
25/02/2021,0100 UTC,21,89.0
25/02/2021,0200 UTC,"20,9",90.0
25/02/2021,0300 UTC,"20,9",90.0
25/02/2021,0400 UTC,"20,9",92.0
25/02/2021,0500 UTC,"20,6",91.0
25/02/2021,0600 UTC,"20,7",91.0
25/02/2021,0700 UTC,"20,9",91.0
25/02/2021,0800 UTC,"20,9",93.0
25/02/2021,0900 UTC,"20,8",92.0
25/02/2021,1000 UTC,21,92.0
25/02/2021,1100 UTC,"20,7",93.0
25/02/2021,1200 UTC,"21,2",90.0
25/02/2021,1300 UTC,"21,8",92.0
25/02/2021,1400 UTC,"22,4",87.0
25/02/2021,1500 UTC,"23,3",78.0
25/02/2021,1600 UTC,"22,9",87.0
25/02/2021,1700 UTC,"22,9",79.0
25/02/2021,1800 UTC,"22,5",80.0
25/02/2021,1900 UTC,"23,9",72.0
25/02/2021,2000 UTC,"24,6",69.0
25/02/2021,2100 UTC,"24,6",76.0
25/02/2021,2200 UTC,23,79.0
25/02/2021,2300 UTC,,
26/02/2021,0000 UTC,"19,9",93.0
26/02/2021,0100 UTC,"19,9",93.0
26/02/2021,0200 UTC,20,93.0
26/02/2021,0300 UTC,"20,1",93.0
26/02/2021,0400 UTC,"20,1",93.0
26/02/2021,0500 UTC,"20,1",93.0
26/02/2021,0600 UTC,"20,1",93.0
26/02/2021,0700 UTC,"20,2",94.0
26/02/2021,0800 UTC,"20,1",93.0
26/02/2021,0900 UTC,"19,7",94.0
26/02/2021,1000 UTC,"20,3",93.0
26/02/2021,1100 UTC,"20,4",90.0
26/02/2021,1200 UTC,"21,3",82.0
26/02/2021,1300 UTC,"21,7",81.0
26/02/2021,1400 UTC,"22,3",79.0
26/02/2021,1500 UTC,"22,6",83.0
26/02/2021,1600 UTC,"22,2",82.0
26/02/2021,1700 UTC,"21,8",87.0
26/02/2021,1800 UTC,"21,9",91.0
26/02/2021,1900 UTC,,
26/02/2021,2000 UTC,,
26/02/2021,2100 UTC,,
26/02/2021,2200 UTC,,
26/02/2021,2300 UTC,,
27/02/2021,0000 UTC,,
27/02/2021,0100 UTC,,
27/02/2021,0200 UTC,,
27/02/2021,0300 UTC,,
27/02/2021,0400 UTC,,
27/02/2021,0500 UTC,,
27/02/2021,0600 UTC,,
27/02/2021,0700 UTC,,
27/02/2021,0800 UTC,,
27/02/2021,0900 UTC,,
27/02/2021,1000 UTC,,
27/02/2021,1100 UTC,,
27/02/2021,1200 UTC,,
27/02/2021,1300 UTC,,
27/02/2021,1400 UTC,,
27/02/2021,1500 UTC,,
27/02/2021,1600 UTC,,
27/02/2021,1700 UTC,,
27/02/2021,1800 UTC,,
27/02/2021,1900 UTC,,
27/02/2021,2000 UTC,,
27/02/2021,2100 UTC,,
27/02/2021,2200 UTC,,
27/02/2021,2300 UTC,,
28/02/2021,0000 UTC,,
28/02/2021,0100 UTC,,
28/02/2021,0200 UTC,,
28/02/2021,0300 UTC,,
28/02/2021,0400 UTC,,
28/02/2021,0500 UTC,,
28/02/2021,0600 UTC,,
28/02/2021,0700 UTC,,
28/02/2021,0800 UTC,,
28/02/2021,0900 UTC,,
28/02/2021,1000 UTC,,
28/02/2021,1100 UTC,,
28/02/2021,1200 UTC,,
28/02/2021,1300 UTC,,
28/02/2021,1400 UTC,,
28/02/2021,1500 UTC,,
28/02/2021,1600 UTC,,
28/02/2021,1700 UTC,,
28/02/2021,1800 UTC,,
28/02/2021,1900 UTC,,
28/02/2021,2000 UTC,,
28/02/2021,2100 UTC,,
28/02/2021,2200 UTC,,
28/02/2021,2300 UTC,,
01/03/2021,0000 UTC,,
01/03/2021,0100 UTC,,
01/03/2021,0200 UTC,,
01/03/2021,0300 UTC,,
01/03/2021,0400 UTC,,
01/03/2021,0500 UTC,,
01/03/2021,0600 UTC,,
01/03/2021,0700 UTC,,
01/03/2021,0800 UTC,,
01/03/2021,0900 UTC,,
01/03/2021,1000 UTC,,
01/03/2021,1100 UTC,,
01/03/2021,1200 UTC,,
01/03/2021,1300 UTC,,
01/03/2021,1400 UTC,,
01/03/2021,1500 UTC,,
01/03/2021,1600 UTC,,
01/03/2021,1700 UTC,,
01/03/2021,1800 UTC,,
01/03/2021,1900 UTC,,
01/03/2021,2000 UTC,,
01/03/2021,2100 UTC,,
01/03/2021,2200 UTC,,
01/03/2021,2300 UTC,,
02/03/2021,0000 UTC,,
02/03/2021,0100 UTC,,
02/03/2021,0200 UTC,,
02/03/2021,0300 UTC,,
02/03/2021,0400 UTC,,
02/03/2021,0500 UTC,,
02/03/2021,0600 UTC,,
02/03/2021,0700 UTC,,
02/03/2021,0800 UTC,,
02/03/2021,0900 UTC,,
02/03/2021,1000 UTC,,
02/03/2021,1100 UTC,,
02/03/2021,1200 UTC,,
02/03/2021,1300 UTC,,
02/03/2021,1400 UTC,,
02/03/2021,1500 UTC,,
02/03/2021,1600 UTC,,
02/03/2021,1700 UTC,,
02/03/2021,1800 UTC,,
02/03/2021,1900 UTC,,
02/03/2021,2000 UTC,,
02/03/2021,2100 UTC,,
02/03/2021,2200 UTC,,
02/03/2021,2300 UTC,,
03/03/2021,0000 UTC,,
03/03/2021,0100 UTC,,
03/03/2021,0200 UTC,,
03/03/2021,0300 UTC,,
03/03/2021,0400 UTC,,
03/03/2021,0500 UTC,,
03/03/2021,0600 UTC,,
03/03/2021,0700 UTC,,
03/03/2021,0800 UTC,,
03/03/2021,0900 UTC,,
03/03/2021,1000 UTC,,
03/03/2021,1100 UTC,,
03/03/2021,1200 UTC,,
03/03/2021,1300 UTC,,
03/03/2021,1400 UTC,,
03/03/2021,1500 UTC,,
03/03/2021,1600 UTC,,
03/03/2021,1700 UTC,,
03/03/2021,1800 UTC,,
03/03/2021,1900 UTC,,
03/03/2021,2000 UTC,,
03/03/2021,2100 UTC,,
03/03/2021,2200 UTC,,
03/03/2021,2300 UTC,,
04/03/2021,0000 UTC,,
04/03/2021,0100 UTC,,
04/03/2021,0200 UTC,,
04/03/2021,0300 UTC,,
04/03/2021,0400 UTC,,
04/03/2021,0500 UTC,,
04/03/2021,0600 UTC,,
04/03/2021,0700 UTC,,
04/03/2021,0800 UTC,,
04/03/2021,0900 UTC,,
04/03/2021,1000 UTC,,
04/03/2021,1100 UTC,,
04/03/2021,1200 UTC,,
04/03/2021,1300 UTC,,
04/03/2021,1400 UTC,,
04/03/2021,1500 UTC,,
04/03/2021,1600 UTC,,
04/03/2021,1700 UTC,,
04/03/2021,1800 UTC,,
04/03/2021,1900 UTC,,
04/03/2021,2000 UTC,,
04/03/2021,2100 UTC,,
04/03/2021,2200 UTC,,
04/03/2021,2300 UTC,,
05/03/2021,0000 UTC,,
05/03/2021,0100 UTC,,
05/03/2021,0200 UTC,,
05/03/2021,0300 UTC,,
05/03/2021,0400 UTC,,
05/03/2021,0500 UTC,,
05/03/2021,0600 UTC,,
05/03/2021,0700 UTC,,
05/03/2021,0800 UTC,,
05/03/2021,0900 UTC,,
05/03/2021,1000 UTC,,
05/03/2021,1100 UTC,,
05/03/2021,1200 UTC,,
05/03/2021,1300 UTC,,
05/03/2021,1400 UTC,,
05/03/2021,1500 UTC,,
05/03/2021,1600 UTC,,
05/03/2021,1700 UTC,,
05/03/2021,1800 UTC,,
05/03/2021,1900 UTC,,
05/03/2021,2000 UTC,,
05/03/2021,2100 UTC,,
05/03/2021,2200 UTC,,
05/03/2021,2300 UTC,,
06/03/2021,0000 UTC,,
06/03/2021,0100 UTC,,
06/03/2021,0200 UTC,,
06/03/2021,0300 UTC,,
06/03/2021,0400 UTC,,
06/03/2021,0500 UTC,,
06/03/2021,0600 UTC,,
06/03/2021,0700 UTC,,
06/03/2021,0800 UTC,,
06/03/2021,0900 UTC,,
06/03/2021,1000 UTC,,
06/03/2021,1100 UTC,,
06/03/2021,1200 UTC,,
06/03/2021,1300 UTC,,
06/03/2021,1400 UTC,,
06/03/2021,1500 UTC,,
06/03/2021,1600 UTC,,
06/03/2021,1700 UTC,,
06/03/2021,1800 UTC,,
06/03/2021,1900 UTC,,
06/03/2021,2000 UTC,,
06/03/2021,2100 UTC,,
06/03/2021,2200 UTC,,
06/03/2021,2300 UTC,,
07/03/2021,0000 UTC,,
07/03/2021,0100 UTC,,
07/03/2021,0200 UTC,,
07/03/2021,0300 UTC,,
07/03/2021,0400 UTC,,
07/03/2021,0500 UTC,,
07/03/2021,0600 UTC,,
07/03/2021,0700 UTC,,
07/03/2021,0800 UTC,,
07/03/2021,0900 UTC,,
07/03/2021,1000 UTC,,
07/03/2021,1100 UTC,,
07/03/2021,1200 UTC,,
07/03/2021,1300 UTC,,
07/03/2021,1400 UTC,,
07/03/2021,1500 UTC,,
07/03/2021,1600 UTC,,
07/03/2021,1700 UTC,,
07/03/2021,1800 UTC,,
07/03/2021,1900 UTC,,
07/03/2021,2000 UTC,,
07/03/2021,2100 UTC,,
07/03/2021,2200 UTC,,
07/03/2021,2300 UTC,,
08/03/2021,0000 UTC,,
08/03/2021,0100 UTC,,
08/03/2021,0200 UTC,,
08/03/2021,0300 UTC,,
08/03/2021,0400 UTC,,
08/03/2021,0500 UTC,,
08/03/2021,0600 UTC,,
08/03/2021,0700 UTC,,
08/03/2021,0800 UTC,,
08/03/2021,0900 UTC,,
08/03/2021,1000 UTC,,
08/03/2021,1100 UTC,,
08/03/2021,1200 UTC,,
08/03/2021,1300 UTC,,
08/03/2021,1400 UTC,,
08/03/2021,1500 UTC,,
08/03/2021,1600 UTC,,
08/03/2021,1700 UTC,,
08/03/2021,1800 UTC,,
08/03/2021,1900 UTC,,
08/03/2021,2000 UTC,,
08/03/2021,2100 UTC,,
08/03/2021,2200 UTC,,
08/03/2021,2300 UTC,,
09/03/2021,0000 UTC,,
09/03/2021,0100 UTC,,
09/03/2021,0200 UTC,,
09/03/2021,0300 UTC,,
09/03/2021,0400 UTC,,
09/03/2021,0500 UTC,,
09/03/2021,0600 UTC,,
09/03/2021,0700 UTC,,
09/03/2021,0800 UTC,,
09/03/2021,0900 UTC,,
09/03/2021,1000 UTC,,
09/03/2021,1100 UTC,,
09/03/2021,1200 UTC,,
09/03/2021,1300 UTC,,
09/03/2021,1400 UTC,,
09/03/2021,1500 UTC,,
09/03/2021,1600 UTC,,
09/03/2021,1700 UTC,,
09/03/2021,1800 UTC,,
09/03/2021,1900 UTC,,
09/03/2021,2000 UTC,,
09/03/2021,2100 UTC,,
09/03/2021,2200 UTC,,
09/03/2021,2300 UTC,,
10/03/2021,0000 UTC,,
10/03/2021,0100 UTC,,
10/03/2021,0200 UTC,,
10/03/2021,0300 UTC,,
10/03/2021,0400 UTC,,
10/03/2021,0500 UTC,,
10/03/2021,0600 UTC,,
10/03/2021,0700 UTC,,
10/03/2021,0800 UTC,,
10/03/2021,0900 UTC,,
10/03/2021,1000 UTC,,
10/03/2021,1100 UTC,,
10/03/2021,1200 UTC,,
10/03/2021,1300 UTC,,
10/03/2021,1400 UTC,,
10/03/2021,1500 UTC,,
10/03/2021,1600 UTC,,
10/03/2021,1700 UTC,,
10/03/2021,1800 UTC,,
10/03/2021,1900 UTC,,
10/03/2021,2000 UTC,,
10/03/2021,2100 UTC,,
10/03/2021,2200 UTC,,
10/03/2021,2300 UTC,,
11/03/2021,0000 UTC,,
11/03/2021,0100 UTC,,
11/03/2021,0200 UTC,,
11/03/2021,0300 UTC,,
11/03/2021,0400 UTC,,
11/03/2021,0500 UTC,,
11/03/2021,0600 UTC,,
11/03/2021,0700 UTC,,
11/03/2021,0800 UTC,,
11/03/2021,0900 UTC,,
11/03/2021,1000 UTC,,
11/03/2021,1100 UTC,,
11/03/2021,1200 UTC,,
11/03/2021,1300 UTC,,
11/03/2021,1400 UTC,,
11/03/2021,1500 UTC,,
11/03/2021,1600 UTC,,
11/03/2021,1700 UTC,,
11/03/2021,1800 UTC,,
11/03/2021,1900 UTC,,
11/03/2021,2000 UTC,,
11/03/2021,2100 UTC,,
11/03/2021,2200 UTC,,
11/03/2021,2300 UTC,,
12/03/2021,0000 UTC,,
12/03/2021,0100 UTC,,
12/03/2021,0200 UTC,,
12/03/2021,0300 UTC,,
12/03/2021,0400 UTC,,
12/03/2021,0500 UTC,,
12/03/2021,0600 UTC,,
12/03/2021,0700 UTC,,
12/03/2021,0800 UTC,,
12/03/2021,0900 UTC,,
12/03/2021,1000 UTC,,
12/03/2021,1100 UTC,,
12/03/2021,1200 UTC,,
12/03/2021,1300 UTC,,
12/03/2021,1400 UTC,,
12/03/2021,1500 UTC,,
12/03/2021,1600 UTC,,
12/03/2021,1700 UTC,,
12/03/2021,1800 UTC,,
12/03/2021,1900 UTC,,
12/03/2021,2000 UTC,,
12/03/2021,2100 UTC,,
12/03/2021,2200 UTC,,
12/03/2021,2300 UTC,,
13/03/2021,0000 UTC,,
13/03/2021,0100 UTC,,
13/03/2021,0200 UTC,,
13/03/2021,0300 UTC,,
13/03/2021,0400 UTC,,
13/03/2021,0500 UTC,,
13/03/2021,0600 UTC,,
13/03/2021,0700 UTC,,
13/03/2021,0800 UTC,,
13/03/2021,0900 UTC,,
13/03/2021,1000 UTC,,
13/03/2021,1100 UTC,,
13/03/2021,1200 UTC,,
13/03/2021,1300 UTC,,
13/03/2021,1400 UTC,,
13/03/2021,1500 UTC,,
13/03/2021,1600 UTC,,
13/03/2021,1700 UTC,,
13/03/2021,1800 UTC,,
13/03/2021,1900 UTC,,
13/03/2021,2000 UTC,,
13/03/2021,2100 UTC,,
13/03/2021,2200 UTC,,
13/03/2021,2300 UTC,,
14/03/2021,0000 UTC,,
14/03/2021,0100 UTC,,
14/03/2021,0200 UTC,,
14/03/2021,0300 UTC,,
14/03/2021,0400 UTC,,
14/03/2021,0500 UTC,,
14/03/2021,0600 UTC,,
14/03/2021,0700 UTC,,
14/03/2021,0800 UTC,,
14/03/2021,0900 UTC,,
14/03/2021,1000 UTC,,
14/03/2021,1100 UTC,,
14/03/2021,1200 UTC,,
14/03/2021,1300 UTC,,
14/03/2021,1400 UTC,,
14/03/2021,1500 UTC,,
14/03/2021,1600 UTC,,
14/03/2021,1700 UTC,,
14/03/2021,1800 UTC,,
14/03/2021,1900 UTC,,
14/03/2021,2000 UTC,,
14/03/2021,2100 UTC,,
14/03/2021,2200 UTC,,
14/03/2021,2300 UTC,,
15/03/2021,0000 UTC,,
15/03/2021,0100 UTC,,
15/03/2021,0200 UTC,,
15/03/2021,0300 UTC,,
15/03/2021,0400 UTC,,
15/03/2021,0500 UTC,,
15/03/2021,0600 UTC,,
15/03/2021,0700 UTC,,
15/03/2021,0800 UTC,,
15/03/2021,0900 UTC,,
15/03/2021,1000 UTC,,
15/03/2021,1100 UTC,,
15/03/2021,1200 UTC,,
15/03/2021,1300 UTC,,
15/03/2021,1400 UTC,,
15/03/2021,1500 UTC,,
15/03/2021,1600 UTC,,
15/03/2021,1700 UTC,,
15/03/2021,1800 UTC,,
15/03/2021,1900 UTC,,
15/03/2021,2000 UTC,,
15/03/2021,2100 UTC,,
15/03/2021,2200 UTC,,
15/03/2021,2300 UTC,,
16/03/2021,0000 UTC,,
16/03/2021,0100 UTC,,
16/03/2021,0200 UTC,,
16/03/2021,0300 UTC,,
16/03/2021,0400 UTC,,
16/03/2021,0500 UTC,,
16/03/2021,0600 UTC,,
16/03/2021,0700 UTC,,
16/03/2021,0800 UTC,,
16/03/2021,0900 UTC,,
16/03/2021,1000 UTC,,
16/03/2021,1100 UTC,,
16/03/2021,1200 UTC,,
16/03/2021,1300 UTC,,
16/03/2021,1400 UTC,,
16/03/2021,1500 UTC,,
16/03/2021,1600 UTC,,
16/03/2021,1700 UTC,,
16/03/2021,1800 UTC,,
16/03/2021,1900 UTC,,
16/03/2021,2000 UTC,,
16/03/2021,2100 UTC,,
16/03/2021,2200 UTC,,
16/03/2021,2300 UTC,,
17/03/2021,0000 UTC,,
17/03/2021,0100 UTC,,
17/03/2021,0200 UTC,,
17/03/2021,0300 UTC,,
17/03/2021,0400 UTC,,
17/03/2021,0500 UTC,,
17/03/2021,0600 UTC,,
17/03/2021,0700 UTC,,
17/03/2021,0800 UTC,,
17/03/2021,0900 UTC,,
17/03/2021,1000 UTC,,
17/03/2021,1100 UTC,,
17/03/2021,1200 UTC,,
17/03/2021,1300 UTC,,
17/03/2021,1400 UTC,,
17/03/2021,1500 UTC,,
17/03/2021,1600 UTC,,
17/03/2021,1700 UTC,,
17/03/2021,1800 UTC,,
17/03/2021,1900 UTC,,
17/03/2021,2000 UTC,,
17/03/2021,2100 UTC,,
17/03/2021,2200 UTC,,
17/03/2021,2300 UTC,,
18/03/2021,0000 UTC,,
18/03/2021,0100 UTC,,
18/03/2021,0200 UTC,,
18/03/2021,0300 UTC,,
18/03/2021,0400 UTC,,
18/03/2021,0500 UTC,,
18/03/2021,0600 UTC,,
18/03/2021,0700 UTC,,
18/03/2021,0800 UTC,,
18/03/2021,0900 UTC,,
18/03/2021,1000 UTC,,
18/03/2021,1100 UTC,,
18/03/2021,1200 UTC,,
18/03/2021,1300 UTC,,
18/03/2021,1400 UTC,,
18/03/2021,1500 UTC,,
18/03/2021,1600 UTC,,
18/03/2021,1700 UTC,,
18/03/2021,1800 UTC,,
18/03/2021,1900 UTC,,
18/03/2021,2000 UTC,,
18/03/2021,2100 UTC,,
18/03/2021,2200 UTC,,
18/03/2021,2300 UTC,,
19/03/2021,0000 UTC,,
19/03/2021,0100 UTC,,
19/03/2021,0200 UTC,,
19/03/2021,0300 UTC,,
19/03/2021,0400 UTC,,
19/03/2021,0500 UTC,,
19/03/2021,0600 UTC,,
19/03/2021,0700 UTC,,
19/03/2021,0800 UTC,,
19/03/2021,0900 UTC,,
19/03/2021,1000 UTC,,
19/03/2021,1100 UTC,,
19/03/2021,1200 UTC,,
19/03/2021,1300 UTC,,
19/03/2021,1400 UTC,,
19/03/2021,1500 UTC,,
19/03/2021,1600 UTC,,
19/03/2021,1700 UTC,,
19/03/2021,1800 UTC,,
19/03/2021,1900 UTC,,
19/03/2021,2000 UTC,,
19/03/2021,2100 UTC,,
19/03/2021,2200 UTC,,
19/03/2021,2300 UTC,,
20/03/2021,0000 UTC,,
20/03/2021,0100 UTC,,
20/03/2021,0200 UTC,,
20/03/2021,0300 UTC,,
20/03/2021,0400 UTC,,
20/03/2021,0500 UTC,,
20/03/2021,0600 UTC,,
20/03/2021,0700 UTC,,
20/03/2021,0800 UTC,,
20/03/2021,0900 UTC,,
20/03/2021,1000 UTC,,
20/03/2021,1100 UTC,,
20/03/2021,1200 UTC,,
20/03/2021,1300 UTC,,
20/03/2021,1400 UTC,,
20/03/2021,1500 UTC,,
20/03/2021,1600 UTC,,
20/03/2021,1700 UTC,,
20/03/2021,1800 UTC,,
20/03/2021,1900 UTC,,
20/03/2021,2000 UTC,,
20/03/2021,2100 UTC,,
20/03/2021,2200 UTC,,
20/03/2021,2300 UTC,,
21/03/2021,0000 UTC,,
21/03/2021,0100 UTC,,
21/03/2021,0200 UTC,,
21/03/2021,0300 UTC,,
21/03/2021,0400 UTC,,
21/03/2021,0500 UTC,,
21/03/2021,0600 UTC,,
21/03/2021,0700 UTC,,
21/03/2021,0800 UTC,,
21/03/2021,0900 UTC,,
21/03/2021,1000 UTC,,
21/03/2021,1100 UTC,,
21/03/2021,1200 UTC,,
21/03/2021,1300 UTC,,
21/03/2021,1400 UTC,,
21/03/2021,1500 UTC,,
21/03/2021,1600 UTC,,
21/03/2021,1700 UTC,,
21/03/2021,1800 UTC,,
21/03/2021,1900 UTC,,
21/03/2021,2000 UTC,,
21/03/2021,2100 UTC,,
21/03/2021,2200 UTC,,
21/03/2021,2300 UTC,,
22/03/2021,0000 UTC,,
22/03/2021,0100 UTC,,
22/03/2021,0200 UTC,,
22/03/2021,0300 UTC,,
22/03/2021,0400 UTC,,
22/03/2021,0500 UTC,,
22/03/2021,0600 UTC,,
22/03/2021,0700 UTC,,
22/03/2021,0800 UTC,,
22/03/2021,0900 UTC,,
22/03/2021,1000 UTC,,
22/03/2021,1100 UTC,,
22/03/2021,1200 UTC,,
22/03/2021,1300 UTC,,
22/03/2021,1400 UTC,,
22/03/2021,1500 UTC,,
22/03/2021,1600 UTC,,
22/03/2021,1700 UTC,,
22/03/2021,1800 UTC,,
22/03/2021,1900 UTC,,
22/03/2021,2000 UTC,,
22/03/2021,2100 UTC,,
22/03/2021,2200 UTC,,
22/03/2021,2300 UTC,,
23/03/2021,0000 UTC,,
23/03/2021,0100 UTC,,
23/03/2021,0200 UTC,,
23/03/2021,0300 UTC,,
23/03/2021,0400 UTC,,
23/03/2021,0500 UTC,,
23/03/2021,0600 UTC,,
23/03/2021,0700 UTC,,
23/03/2021,0800 UTC,,
23/03/2021,0900 UTC,,
23/03/2021,1000 UTC,,
23/03/2021,1100 UTC,,
23/03/2021,1200 UTC,,
23/03/2021,1300 UTC,,
23/03/2021,1400 UTC,,
23/03/2021,1500 UTC,,
23/03/2021,1600 UTC,,
23/03/2021,1700 UTC,,
23/03/2021,1800 UTC,,
23/03/2021,1900 UTC,,
23/03/2021,2000 UTC,,
23/03/2021,2100 UTC,,
23/03/2021,2200 UTC,,
23/03/2021,2300 UTC,,
24/03/2021,0000 UTC,,
24/03/2021,0100 UTC,,
24/03/2021,0200 UTC,,
24/03/2021,0300 UTC,,
24/03/2021,0400 UTC,,
24/03/2021,0500 UTC,,
24/03/2021,0600 UTC,,
24/03/2021,0700 UTC,,
24/03/2021,0800 UTC,,
24/03/2021,0900 UTC,,
24/03/2021,1000 UTC,,
24/03/2021,1100 UTC,,
24/03/2021,1200 UTC,,
24/03/2021,1300 UTC,,
24/03/2021,1400 UTC,,
24/03/2021,1500 UTC,,
24/03/2021,1600 UTC,,
24/03/2021,1700 UTC,,
24/03/2021,1800 UTC,,
24/03/2021,1900 UTC,,
24/03/2021,2000 UTC,,
24/03/2021,2100 UTC,,
24/03/2021,2200 UTC,,
24/03/2021,2300 UTC,,
25/03/2021,0000 UTC,,
25/03/2021,0100 UTC,,
25/03/2021,0200 UTC,,
25/03/2021,0300 UTC,,
25/03/2021,0400 UTC,,
25/03/2021,0500 UTC,,
25/03/2021,0600 UTC,,
25/03/2021,0700 UTC,,
25/03/2021,0800 UTC,,
25/03/2021,0900 UTC,,
25/03/2021,1000 UTC,,
25/03/2021,1100 UTC,,
25/03/2021,1200 UTC,,
25/03/2021,1300 UTC,,
25/03/2021,1400 UTC,,
25/03/2021,1500 UTC,,
25/03/2021,1600 UTC,,
25/03/2021,1700 UTC,,
25/03/2021,1800 UTC,,
25/03/2021,1900 UTC,,
25/03/2021,2000 UTC,,
25/03/2021,2100 UTC,,
25/03/2021,2200 UTC,,
25/03/2021,2300 UTC,,
26/03/2021,0000 UTC,,
26/03/2021,0100 UTC,,
26/03/2021,0200 UTC,,
26/03/2021,0300 UTC,,
26/03/2021,0400 UTC,,
26/03/2021,0500 UTC,,
26/03/2021,0600 UTC,,
26/03/2021,0700 UTC,,
26/03/2021,0800 UTC,,
26/03/2021,0900 UTC,,
26/03/2021,1000 UTC,,
26/03/2021,1100 UTC,,
26/03/2021,1200 UTC,,
26/03/2021,1300 UTC,,
26/03/2021,1400 UTC,,
26/03/2021,1500 UTC,,
26/03/2021,1600 UTC,,
26/03/2021,1700 UTC,,
26/03/2021,1800 UTC,,
26/03/2021,1900 UTC,,
26/03/2021,2000 UTC,,
26/03/2021,2100 UTC,,
26/03/2021,2200 UTC,,
26/03/2021,2300 UTC,,
27/03/2021,0000 UTC,,
27/03/2021,0100 UTC,,
27/03/2021,0200 UTC,,
27/03/2021,0300 UTC,,
27/03/2021,0400 UTC,,
27/03/2021,0500 UTC,,
27/03/2021,0600 UTC,,
27/03/2021,0700 UTC,,
27/03/2021,0800 UTC,,
27/03/2021,0900 UTC,,
27/03/2021,1000 UTC,,
27/03/2021,1100 UTC,,
27/03/2021,1200 UTC,,
27/03/2021,1300 UTC,,
27/03/2021,1400 UTC,,
27/03/2021,1500 UTC,,
27/03/2021,1600 UTC,,
27/03/2021,1700 UTC,,
27/03/2021,1800 UTC,,
27/03/2021,1900 UTC,,
27/03/2021,2000 UTC,,
27/03/2021,2100 UTC,,
27/03/2021,2200 UTC,,
27/03/2021,2300 UTC,,
28/03/2021,0000 UTC,,
28/03/2021,0100 UTC,,
28/03/2021,0200 UTC,,
28/03/2021,0300 UTC,,
28/03/2021,0400 UTC,,
28/03/2021,0500 UTC,,
28/03/2021,0600 UTC,,
28/03/2021,0700 UTC,,
28/03/2021,0800 UTC,,
28/03/2021,0900 UTC,,
28/03/2021,1000 UTC,,
28/03/2021,1100 UTC,,
28/03/2021,1200 UTC,,
28/03/2021,1300 UTC,,
28/03/2021,1400 UTC,,
28/03/2021,1500 UTC,,
28/03/2021,1600 UTC,,
28/03/2021,1700 UTC,,
28/03/2021,1800 UTC,,
28/03/2021,1900 UTC,,
28/03/2021,2000 UTC,,
28/03/2021,2100 UTC,,
28/03/2021,2200 UTC,,
28/03/2021,2300 UTC,,
29/03/2021,0000 UTC,,
29/03/2021,0100 UTC,,
29/03/2021,0200 UTC,,
29/03/2021,0300 UTC,,
29/03/2021,0400 UTC,,
29/03/2021,0500 UTC,,
29/03/2021,0600 UTC,,
29/03/2021,0700 UTC,,
29/03/2021,0800 UTC,,
29/03/2021,0900 UTC,,
29/03/2021,1000 UTC,,
29/03/2021,1100 UTC,,
29/03/2021,1200 UTC,,
29/03/2021,1300 UTC,,
29/03/2021,1400 UTC,,
29/03/2021,1500 UTC,,
29/03/2021,1600 UTC,,
29/03/2021,1700 UTC,,
29/03/2021,1800 UTC,,
29/03/2021,1900 UTC,,
29/03/2021,2000 UTC,,
29/03/2021,2100 UTC,,
29/03/2021,2200 UTC,,
29/03/2021,2300 UTC,,
30/03/2021,0000 UTC,,
30/03/2021,0100 UTC,,
30/03/2021,0200 UTC,,
30/03/2021,0300 UTC,,
30/03/2021,0400 UTC,,
30/03/2021,0500 UTC,,
30/03/2021,0600 UTC,,
30/03/2021,0700 UTC,,
30/03/2021,0800 UTC,,
30/03/2021,0900 UTC,,
30/03/2021,1000 UTC,,
30/03/2021,1100 UTC,,
30/03/2021,1200 UTC,,
30/03/2021,1300 UTC,,
30/03/2021,1400 UTC,,
30/03/2021,1500 UTC,,
30/03/2021,1600 UTC,,
30/03/2021,1700 UTC,,
30/03/2021,1800 UTC,,
30/03/2021,1900 UTC,,
30/03/2021,2000 UTC,,
30/03/2021,2100 UTC,,
30/03/2021,2200 UTC,,
30/03/2021,2300 UTC,,
31/03/2021,0000 UTC,,
31/03/2021,0100 UTC,,
31/03/2021,0200 UTC,,
31/03/2021,0300 UTC,,
31/03/2021,0400 UTC,,
31/03/2021,0500 UTC,,
31/03/2021,0600 UTC,,
31/03/2021,0700 UTC,,
31/03/2021,0800 UTC,,
31/03/2021,0900 UTC,,
31/03/2021,1000 UTC,,
31/03/2021,1100 UTC,,
31/03/2021,1200 UTC,,
31/03/2021,1300 UTC,,
31/03/2021,1400 UTC,,
31/03/2021,1500 UTC,,
31/03/2021,1600 UTC,,
31/03/2021,1700 UTC,,
31/03/2021,1800 UTC,,
